municipio,institucion,sede,modalidad,requeridas,asignadas_propuestas,diferencia,estado
ACACÍAS,INSTITUCIÓN EDUCATIVA SAN ISIDRO DE CHICHIMENE,SEDE PRINCIPAL SAN ISIDRO DE CHICHIMENE,CAJM/JT-RI,1,0,-1,DEFICIT
ACACÍAS,INSTITUCIÓN EDUCATIVA SAN ISIDRO DE CHICHIMENE,SEDE PRINCIPAL SAN ISIDRO DE CHICHIMENE,CAJU-RI,1,2,1,EXCESO
FUENTE DE ORO,INSTITUCIÓN EDUCATIVA ANTONIO NARINO,SEDE PRINCIPAL ANTONIO NARINO,CAARES,2,2,0,COMPLETA
GUAMAL,INSTITUCIÓN EDUCATIVA JOSE MARIA CORDOBA,SEDE PRINCIPAL JOSE MARIA CORDOBA,CAJM/JT-RI,4,4,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA NUESTRA SENORA DE LA MACARENA,SEDE PRINCIPAL NUESTRA SENORA DE LA MACARENA,CAA-JU,2,0,-2,DEFICIT
LA MACARENA,INSTITUCIÓN EDUCATIVA HECTOR IVAN HERNANDEZ,SEDE BOCANA CANO GRINGO,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA SANTA TERESA,SEDE MONTEBELLO,CAA,1,1,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA SANTA TERESA,SEDE BAJO SAN ANTONIO,CAJM/JT-RI,0,0,0,COMPLETA
PUERTO CONCORDIA,INSTITUCIÓN EDUCATIVA PUERTO IRIS,SEDE LA VALLENATA,CAJU-RI,0,0,0,COMPLETA
VISTAHERMOSA,CENTRO EDUCATIVO PUERTO LUCAS MARGEN DERECHA,SEDE GENERAL SANTANDER,CAJM/JT-RI,0,0,0,COMPLETA
ACACÍAS,INSTITUCIÓN EDUCATIVA ESCUELA NORMAL SUPERIOR DE ACACIAS,SEDE EL PLAYON,CAA,1,1,0,COMPLETA
ACACÍAS,INSTITUCIÓN EDUCATIVA ESCUELA NORMAL SUPERIOR DE ACACIAS,SEDE PRINCIPAL ESCUELA NORMAL SUPERIOR DE ACACIAS,CAJM/JT-RI,4,3,-1,DEFICIT
ACACÍAS,INSTITUCIÓN EDUCATIVA GABRIELA MISTRAL,SEDE PRINCIPAL GABRIELA MISTRAL,CAA,4,3,-1,DEFICIT
ACACÍAS,INSTITUCIÓN EDUCATIVA GABRIELA MISTRAL,SEDE SAN NICOLAS,CAJM/JT-RI,1,1,0,COMPLETA
ACACÍAS,INSTITUCIÓN EDUCATIVA JUAN ROZO,SEDE ANTONIO NARINO,CAA,4,4,0,COMPLETA
ACACÍAS,INSTITUCIÓN EDUCATIVA JUAN ROZO,SEDE ENRIQUE DANIELS,CAJM/JT-RI,2,0,-2,DEFICIT
ACACÍAS,INSTITUCIÓN EDUCATIVA JUAN ROZO,SEDE PABLO SEXTO,CAJM/JT-RI,1,1,0,COMPLETA
ACACÍAS,INSTITUCIÓN EDUCATIVA JUAN ROZO,SEDE PRINCIPAL JUAN ROZO,CAJM/JT-RI,3,3,0,COMPLETA
ACACÍAS,INSTITUCIÓN EDUCATIVA JUAN ROZO,SEDE RAFAEL POMBO,CAJM/JT-RI,2,2,0,COMPLETA
ACACÍAS,INSTITUCIÓN EDUCATIVA LUIS CARLOS GALAN SARMIENTO,SEDE PRINCIPAL LUIS CARLOS GALAN SARMIENTO,CAJM/JT-RI,3,3,0,COMPLETA
ACACÍAS,INSTITUCIÓN EDUCATIVA MARIA MONTESSORI,SEDE PRINCIPAL MARIA MONTESSORI,CAJM/JT-RI,3,3,0,COMPLETA
ACACÍAS,INSTITUCIÓN EDUCATIVA SAN ISIDRO DE CHICHIMENE,SEDE EL TRIUNFO,CAJM/JT-RI,0,0,0,COMPLETA
ACACÍAS,INSTITUCIÓN EDUCATIVA SAN ISIDRO DE CHICHIMENE,SEDE LA ESMERALDA,CAA,1,1,0,COMPLETA
ACACÍAS,INSTITUCIÓN EDUCATIVA SAN ISIDRO DE CHICHIMENE,SEDE LA UNION,CAA,1,1,0,COMPLETA
ACACÍAS,INSTITUCIÓN EDUCATIVA SAN ISIDRO DE CHICHIMENE,SEDE LOMA DE TIGRE,CAJM/JT-RI,0,0,0,COMPLETA
ACACÍAS,INSTITUCIÓN EDUCATIVA SAN ISIDRO DE CHICHIMENE,SEDE MANUELA BELTRAN,CAJM/JT-RI,0,0,0,COMPLETA
ACACÍAS,INSTITUCIÓN EDUCATIVA SAN ISIDRO DE CHICHIMENE,SEDE MONTEBELLO,CAJM/JT-RI,0,0,0,COMPLETA
ACACÍAS,INSTITUCIÓN EDUCATIVA SAN ISIDRO DE CHICHIMENE,SEDE PRINCIPAL SAN ISIDRO DE CHICHIMENE,CAA-JU,3,3,0,COMPLETA
ACACÍAS,INSTITUCIÓN EDUCATIVA SAN ISIDRO DE CHICHIMENE,SEDE PRINCIPAL SAN ISIDRO DE CHICHIMENE,CAARES,2,2,0,COMPLETA
ACACÍAS,INSTITUCIÓN EDUCATIVA SAN ISIDRO DE CHICHIMENE,SEDE SANTA ROSA,CAA,1,1,0,COMPLETA
ACACÍAS,INSTITUCIÓN EDUCATIVA PABLO EMILIO RIVEROS,SEDE EL DORADO,CAJM/JT-RI,2,2,0,COMPLETA
ACACÍAS,INSTITUCIÓN EDUCATIVA PABLO EMILIO RIVEROS,SEDE PRINCIPAL PABLO EMILIO RIVEROS,CAJM/JT-RI,4,3,-1,DEFICIT
ACACÍAS,INSTITUCIÓN EDUCATIVA JUAN HUMBERTO BAQUERO SOLER,SEDE PRINCIPAL EL CARMEN,CAA,4,4,0,COMPLETA
ACACÍAS,INSTITUCIÓN EDUCATIVA JUAN HUMBERTO BAQUERO SOLER,SEDE JUAN HUMBERTO BAQUERO SOLER,CAJM/JT-RI,2,2,0,COMPLETA
BARRANCA DE UPÍA,INSTITUCIÓN EDUCATIVA FRANCISCO WALTER,SEDE JORGE ELIECER GAITAN,CAJU-RI,3,3,0,COMPLETA
BARRANCA DE UPÍA,INSTITUCIÓN EDUCATIVA FRANCISCO WALTER,SEDE JORGE ELIECER GAITAN,CAA-JU,5,5,0,COMPLETA
BARRANCA DE UPÍA,INSTITUCIÓN EDUCATIVA FRANCISCO WALTER,SEDE PRINCIPAL FRANCISCO WALTER,CAJM/JT-RI,3,3,0,COMPLETA
BARRANCA DE UPÍA,INSTITUCIÓN EDUCATIVA FRANCISCO WALTER,SEDE PRINCIPAL FRANCISCO WALTER,CAA,3,3,0,COMPLETA
CABUYARO,CENTRO EDUCATIVO SAN FELIPE,SEDE LA EMBAJADA,CAJM/JT-RI,0,0,0,COMPLETA
CABUYARO,CENTRO EDUCATIVO SAN FELIPE,SEDE PRINCIPAL SAN FELIPE,CAJM/JT-RI,1,1,0,COMPLETA
CABUYARO,CENTRO EDUCATIVO SAN FELIPE,SEDE SANTA ISABEL,CAJM/JT-RI,0,0,0,COMPLETA
CABUYARO,CENTRO EDUCATIVO YARICO,SEDE EL VERGEL,CAJM/JT-RI,0,0,0,COMPLETA
CABUYARO,CENTRO EDUCATIVO YARICO,SEDE LOS MANGOS,CAJM/JT-RI,1,1,0,COMPLETA
CABUYARO,CENTRO EDUCATIVO YARICO,SEDE PALOMAS,CAJM/JT-RI,0,0,0,COMPLETA
CABUYARO,CENTRO EDUCATIVO YARICO,SEDE SAN PEDRO,CAJM/JT-RI,0,0,0,COMPLETA
CABUYARO,INSTITUCIÓN EDUCATIVA CABUYARO,SEDE PRINCIPAL CABUYARO,CAJM/JT-RI,4,4,0,COMPLETA
CABUYARO,INSTITUCIÓN EDUCATIVA CABUYARO,SEDE PRINCIPAL CABUYARO,CAARES,3,3,0,COMPLETA
CASTILLA LA NUEVA,CENTRO EDUCATIVO CASTILLA LA NUEVA,SEDE ALTO BETANIA,CAJU-RI,0,0,0,COMPLETA
CASTILLA LA NUEVA,CENTRO EDUCATIVO CASTILLA LA NUEVA,SEDE CANO GRANDE,CAJU-RI,0,0,0,COMPLETA
CASTILLA LA NUEVA,CENTRO EDUCATIVO CASTILLA LA NUEVA,SEDE EL PROGRESO,CAJU-RI,0,0,0,COMPLETA
CASTILLA LA NUEVA,CENTRO EDUCATIVO CASTILLA LA NUEVA,SEDE LA REPRESA,CAJU-RI,0,0,0,COMPLETA
CASTILLA LA NUEVA,CENTRO EDUCATIVO CASTILLA LA NUEVA,SEDE EL TORO,CAJU-RI,0,0,0,COMPLETA
CASTILLA LA NUEVA,CENTRO EDUCATIVO CASTILLA LA NUEVA,SEDE EL TRIUNFO,CAJU-RI,0,0,0,COMPLETA
CASTILLA LA NUEVA,CENTRO EDUCATIVO CASTILLA LA NUEVA,SEDE PRINCIPAL LAS VIOLETAS,CAJU-RI,0,0,0,COMPLETA
CASTILLA LA NUEVA,CENTRO EDUCATIVO CASTILLA LA NUEVA,SAN AGUSTIN,CAJU-RI,1,1,0,COMPLETA
CASTILLA LA NUEVA,CENTRO EDUCATIVO CASTILLA LA NUEVA,SEDE SABANAS DEL ROSARIO,CAJU-RI,0,0,0,COMPLETA
CASTILLA LA NUEVA,CENTRO EDUCATIVO CASTILLA LA NUEVA,SEDE SAN JOSE DEL TURUY,CAJU-RI,0,0,0,COMPLETA
CASTILLA LA NUEVA,INSTITUCIÓN EDUCATIVA HENRY DANIELS,SEDE PRINCIPAL HENRY DANIELS,CAJU-RI,4,4,0,COMPLETA
CASTILLA LA NUEVA,INSTITUCIÓN EDUCATIVA SAN LORENZO,SEDE PRINCIPAL SAN LORENZO,CAJU-RI,4,3,-1,DEFICIT
CUMARAL,INSTITUCIÓN EDUCATIVA AGRICOLA DE GUACAVIA,SEDE PRINCIPAL AGRICOLA DE GUACAVIA,CAJM/JT-RI,2,2,0,COMPLETA
CUMARAL,INSTITUCIÓN EDUCATIVA AGRICOLA DE GUACAVIA,SEDE PRINCIPAL AGRICOLA DE GUACAVIA,CAA,3,3,0,COMPLETA
CUMARAL,INSTITUCIÓN EDUCATIVA AGRICOLA DE GUACAVIA,SEDE PRINCIPAL AGRICOLA DE GUACAVIA,CAARES,2,2,0,COMPLETA
CUMARAL,INSTITUCIÓN EDUCATIVA JOSE ANTONIO GALAN,SEDE JOSE MARIA CORDOBA,CAJM/JT-RI,3,3,0,COMPLETA
CUMARAL,INSTITUCIÓN EDUCATIVA JOSE ANTONIO GALAN,SEDE JOSE MARIA CORDOBA,CAA,3,2,-1,DEFICIT
CUMARAL,INSTITUCIÓN EDUCATIVA JOSE ANTONIO GALAN,SEDE PRINCIPAL JOSE ANTONIO GALAN,CAJM/JT-RI,4,4,0,COMPLETA
CUMARAL,INSTITUCIÓN EDUCATIVA SAN ISIDRO DE VERACRUZ,SEDE CUARTELES,CAJM/JT-RI,0,0,0,COMPLETA
CUMARAL,INSTITUCIÓN EDUCATIVA SAN ISIDRO DE VERACRUZ,SEDE LA VENTUROSA,CAA,1,2,1,EXCESO
CUMARAL,INSTITUCIÓN EDUCATIVA SAN ISIDRO DE VERACRUZ,SEDE PRINCIPAL SAN ISIDRO DE VERACRUZ,CAJM/JT-RI,0,0,0,COMPLETA
CUMARAL,INSTITUCIÓN EDUCATIVA SAN ISIDRO DE VERACRUZ,SEDE PRINCIPAL SAN ISIDRO DE VERACRUZ,CAJU-RI,2,2,0,COMPLETA
CUMARAL,INSTITUCIÓN EDUCATIVA SAN ISIDRO DE VERACRUZ,SEDE PRINCIPAL SAN ISIDRO DE VERACRUZ,CAA-JU,4,5,1,EXCESO
CUMARAL,INSTITUCIÓN EDUCATIVA SAN ISIDRO DE VERACRUZ,SEDE RANCHERIAS,CAJM/JT-RI,0,0,0,COMPLETA
CUMARAL,INSTITUCIÓN EDUCATIVA TENIENTE CRUZ PAREDES,SEDE JARDIN INFANTIL,CAJM/JT-RI,1,1,0,COMPLETA
CUMARAL,INSTITUCIÓN EDUCATIVA TENIENTE CRUZ PAREDES,SEDE PRESENTADO,CAJM/JT-RI,0,0,0,COMPLETA
CUMARAL,INSTITUCIÓN EDUCATIVA TENIENTE CRUZ PAREDES,SEDE PRINCIPAL TENIENTE CRUZ PAREDES,CAA,2,2,0,COMPLETA
CUMARAL,INSTITUCIÓN EDUCATIVA TENIENTE CRUZ PAREDES,SEDE PRINCIPAL TENIENTE CRUZ PAREDES,CAJM/JT-RI,4,4,0,COMPLETA
EL CALVARIO,INSTITUCIÓN EDUCATIVA JUAN BAUTISTA ARNAUD,SEDE PRINCIPAL JUAN BAUTISTA ARNAUD,CAJM/JT-RI,0,0,0,COMPLETA
EL CALVARIO,INSTITUCIÓN EDUCATIVA JUAN BAUTISTA ARNAUD,SEDE PRINCIPAL JUAN BAUTISTA ARNAUD,CAARES,4,4,0,COMPLETA
EL CALVARIO,INSTITUCIÓN EDUCATIVA JUAN BAUTISTA ARNAUD,SEDE SAN PEDRO,CAJM/JT-RI,0,0,0,COMPLETA
EL CALVARIO,INSTITUCIÓN EDUCATIVA SIMON BOLIVAR,SEDE PRINCIPAL SIMON BOLIVAR,CAJU-RI,0,0,0,COMPLETA
EL CALVARIO,INSTITUCIÓN EDUCATIVA SIMON BOLIVAR,SEDE PRINCIPAL SIMON BOLIVAR,CAA-JU,1,1,0,COMPLETA
EL CALVARIO,INSTITUCIÓN EDUCATIVA SIMON BOLIVAR,SEDE PRINCIPAL SIMON BOLIVAR,CAARES,4,4,0,COMPLETA
EL CALVARIO,INSTITUCIÓN EDUCATIVA SIMON BOLIVAR,SEDE SAN ANTONIO ALTO,CAJM/JT-RI,0,0,0,COMPLETA
EL CASTILLO,CENTRO EDUCATIVO EL ENCANTO,SEDE CANO CLARO,CAJM/JT-RI,0,0,0,COMPLETA
EL CASTILLO,CENTRO EDUCATIVO EL ENCANTO,SEDE CANO LINDO,CAJM/JT-RI,0,0,0,COMPLETA
EL CASTILLO,CENTRO EDUCATIVO EL ENCANTO,SEDE LA CIMA,CAJM/JT-RI,0,0,0,COMPLETA
EL CASTILLO,CENTRO EDUCATIVO EL ENCANTO,SEDE LA ESMERALDA,CAJM/JT-RI,0,0,0,COMPLETA
EL CASTILLO,CENTRO EDUCATIVO EL ENCANTO,SEDE MIRAVALLES,CAJM/JT-RI,0,0,0,COMPLETA
EL CASTILLO,CENTRO EDUCATIVO EL ENCANTO,SEDE PRINCIPAL EL ENCANTO,CAA,1,1,0,COMPLETA
EL CASTILLO,CENTRO EDUCATIVO EL ENCANTO,SEDE PRINCIPAL EL ENCANTO,CAARES,2,2,0,COMPLETA
EL CASTILLO,INSTITUCIÓN EDUCATIVA OVIDIO DECROLY,SEDE JORGE ELIECER GAITAN,CAA,3,3,0,COMPLETA
EL CASTILLO,INSTITUCIÓN EDUCATIVA OVIDIO DECROLY,SEDE PRINCIPAL OVIDIO DECROLY,CAA,5,5,0,COMPLETA
EL CASTILLO,INSTITUCIÓN EDUCATIVA OVIDIO DECROLY,SEDE PRINCIPAL OVIDIO DECROLY,CAARES,2,2,0,COMPLETA
EL DORADO,INSTITUCIÓN EDUCATIVA EL DORADO,SEDE PRINCIPAL EL DORADO,CAJM/JT-RI,2,2,0,COMPLETA
EL DORADO,INSTITUCIÓN EDUCATIVA EL DORADO,SEDE PUEBLO SANCHEZ,CAA,1,1,0,COMPLETA
EL DORADO,INSTITUCIÓN EDUCATIVA EL DORADO,SEDE PUEBLO SANCHEZ,CAARES,2,2,0,COMPLETA
EL DORADO,INSTITUCIÓN EDUCATIVA EL DORADO,SEDE SAN ISIDRO,CAA,2,2,0,COMPLETA
FUENTE DE ORO,INSTITUCIÓN EDUCATIVA ANTONIO NARINO,SEDE ALTAMIRA,CAJM/JT-RI,0,0,0,COMPLETA
FUENTE DE ORO,INSTITUCIÓN EDUCATIVA ANTONIO NARINO,SEDE BARRANCO COLORADO,CAJM/JT-RI,0,0,0,COMPLETA
FUENTE DE ORO,INSTITUCIÓN EDUCATIVA ANTONIO NARINO,SEDE CANO VENADO,CAA,1,1,0,COMPLETA
FUENTE DE ORO,INSTITUCIÓN EDUCATIVA ANTONIO NARINO,SEDE JUAN JOSE RONDON,CAJM/JT-RI,0,0,0,COMPLETA
FUENTE DE ORO,INSTITUCIÓN EDUCATIVA ANTONIO NARINO,SEDE LA COOPERATIVA,CAA,1,1,0,COMPLETA
FUENTE DE ORO,INSTITUCIÓN EDUCATIVA ANTONIO NARINO,SEDE LAS DELICIAS,CAJM/JT-RI,0,0,0,COMPLETA
FUENTE DE ORO,INSTITUCIÓN EDUCATIVA ANTONIO NARINO,SEDE MOGOTES,CAJM/JT-RI,0,0,0,COMPLETA
FUENTE DE ORO,INSTITUCIÓN EDUCATIVA ANTONIO NARINO,SEDE PRINCIPAL ANTONIO NARINO,CAA,3,3,0,COMPLETA
FUENTE DE ORO,INSTITUCIÓN EDUCATIVA ANTONIO NARINO,SEDE RAFAEL POMBO,CAJM/JT-RI,0,0,0,COMPLETA
FUENTE DE ORO,INSTITUCIÓN EDUCATIVA ANTONIO NARINO,SEDE UNION DEL ARIARI,CAA,1,1,0,COMPLETA
FUENTE DE ORO,INSTITUCIÓN EDUCATIVA ANTONIO NARINO,SEDE URICACHA,CAJM/JT-RI,0,0,0,COMPLETA
FUENTE DE ORO,INSTITUCIÓN EDUCATIVA ANTONIO NARINO,SEDE VILLA RESTREPO,CAJM/JT-RI,0,0,0,COMPLETA
FUENTE DE ORO,INSTITUCIÓN EDUCATIVA EL PROGRESO,SEDE BONANZA,CAJM/JT-RI,0,0,0,COMPLETA
FUENTE DE ORO,INSTITUCIÓN EDUCATIVA EL PROGRESO,SEDE EL PORVENIR,CAJM/JT-RI,0,0,0,COMPLETA
FUENTE DE ORO,INSTITUCIÓN EDUCATIVA EL PROGRESO,SEDE LA PRIMAVERA,CAJM/JT-RI,0,0,0,COMPLETA
FUENTE DE ORO,INSTITUCIÓN EDUCATIVA EL PROGRESO,SEDE PRINCIPAL EL PROGRESO,CAJM/JT-RI,1,1,0,COMPLETA
FUENTE DE ORO,INSTITUCIÓN EDUCATIVA EL PROGRESO,SEDE PRINCIPAL EL PROGRESO,CAA,3,3,0,COMPLETA
FUENTE DE ORO,INSTITUCIÓN EDUCATIVA EL PROGRESO,SEDE SANTA CECILIA,CAJM/JT-RI,0,0,0,COMPLETA
FUENTE DE ORO,INSTITUCIÓN EDUCATIVA SAN ANTONIO DEL ARIARI,SEDE PRINCIPAL SAN ANTONIO DEL ARIARI,CAA,6,9,3,EXCESO
GRANADA,INSTITUCIÓN EDUCATIVA AGRICOLA LA HOLANDA,SEDE PRINCIPAL AGRICOLA LA HOLANDA,CAJM/JT-RI,3,3,0,COMPLETA
GRANADA,INSTITUCIÓN EDUCATIVA AGRICOLA LA HOLANDA,SEDE PRINCIPAL AGRICOLA LA HOLANDA,CAA,3,3,0,COMPLETA
GRANADA,INSTITUCIÓN EDUCATIVA AGRICOLA LA HOLANDA,SEDE PRINCIPAL AGRICOLA LA HOLANDA,CAARES,3,3,0,COMPLETA
GRANADA,INSTITUCIÓN EDUCATIVA BRISAS DE IRIQUE,SEDE JORGE SCHACHNER,CAJM/JT-RI,3,0,-3,DEFICIT
GRANADA,INSTITUCIÓN EDUCATIVA BRISAS DE IRIQUE,SEDE PRINCIPAL CANDELARIA AVENDANO,CAJM/JT-RI,2,0,-2,DEFICIT
GRANADA,INSTITUCIÓN EDUCATIVA BRISAS DE IRIQUE,SEDE PRINCIPAL CANDELARIA AVENDANO,CAJU-RI,3,7,4,EXCESO
GRANADA,INSTITUCIÓN EDUCATIVA BRISAS DE IRIQUE,SEDE PRINCIPAL CANDELARIA AVENDANO,CAA-JU,5,5,0,COMPLETA
GRANADA,INSTITUCIÓN EDUCATIVA CAMILO TORRES,SEDE ALFONSO MONTOYA PAVA,CAJM/JT-RI,3,3,0,COMPLETA
GRANADA,INSTITUCIÓN EDUCATIVA CAMILO TORRES,SEDE ANTONIO RICAURTE,CAA,4,4,0,COMPLETA
GRANADA,INSTITUCIÓN EDUCATIVA CAMILO TORRES,SEDE CLUB DE LEONES,CAA,4,4,0,COMPLETA
GRANADA,INSTITUCIÓN EDUCATIVA CAMILO TORRES,SEDE EL BOSQUE,CAJM/JT-RI,1,1,0,COMPLETA
GRANADA,INSTITUCIÓN EDUCATIVA CAMILO TORRES,SEDE MONTOYITA,CAJM/JT-RI,0,0,0,COMPLETA
GRANADA,INSTITUCIÓN EDUCATIVA CAMILO TORRES,SEDE PRINCIPAL CAMILO TORRES,CAJM/JT-RI,4,4,0,COMPLETA
GRANADA,INSTITUCIÓN EDUCATIVA DOS QUEBRADAS,SEDE EL CRUCERO,CAJM/JT-RI,0,0,0,COMPLETA
GRANADA,INSTITUCIÓN EDUCATIVA DOS QUEBRADAS,SEDE GUANAYITAS,CAJM/JT-RI,0,0,0,COMPLETA
GRANADA,INSTITUCIÓN EDUCATIVA DOS QUEBRADAS,SEDE JORGE ELIECER GAITAN,CAJM/JT-RI,0,0,0,COMPLETA
GRANADA,INSTITUCIÓN EDUCATIVA DOS QUEBRADAS,SEDE LA RIVERA,CAJM/JT-RI,0,0,0,COMPLETA
GRANADA,INSTITUCIÓN EDUCATIVA DOS QUEBRADAS,SEDE PRINCIPAL DOS QUEBRADAS,CAA,3,3,0,COMPLETA
GRANADA,INSTITUCIÓN EDUCATIVA DOS QUEBRADAS,SEDE SARDINATA,CAJM/JT-RI,0,0,0,COMPLETA
GRANADA,INSTITUCIÓN EDUCATIVA ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA,SEDE PRINCIPAL ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA,CAJM/JT-RI,4,4,0,COMPLETA
GRANADA,INSTITUCIÓN EDUCATIVA ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA,SEDE PRINCIPAL ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA,CAARES,2,2,0,COMPLETA
GRANADA,INSTITUCIÓN EDUCATIVA GENERAL SANTANDER,SEDE EL AMPARO,CAA,3,3,0,COMPLETA
GRANADA,INSTITUCIÓN EDUCATIVA GENERAL SANTANDER,SEDE PRIMERO DE JUNIO,CAJM/JT-RI,1,1,0,COMPLETA
GRANADA,INSTITUCIÓN EDUCATIVA GENERAL SANTANDER,SEDE PRINCIPAL GENERAL SANTANDER,CAJM/JT-RI,4,4,0,COMPLETA
GRANADA,INSTITUCIÓN EDUCATIVA JOSE ANTONIO GALAN,SEDE ANTONIO JOSE DE SUCRE,CAJM/JT-RI,0,0,0,COMPLETA
GRANADA,INSTITUCIÓN EDUCATIVA JOSE ANTONIO GALAN,SEDE EL GUAPE,CAJM/JT-RI,0,0,0,COMPLETA
GRANADA,INSTITUCIÓN EDUCATIVA JOSE ANTONIO GALAN,SEDE FLORIDA BAJA,CAJM/JT-RI,0,0,0,COMPLETA
GRANADA,INSTITUCIÓN EDUCATIVA JOSE ANTONIO GALAN,SEDE JUAN XXIII,CAA,2,2,0,COMPLETA
GRANADA,INSTITUCIÓN EDUCATIVA JOSE ANTONIO GALAN,SEDE LA MARIELA,CAJM/JT-RI,0,0,0,COMPLETA
GRANADA,INSTITUCIÓN EDUCATIVA JOSE ANTONIO GALAN,SEDE LA PALMILLA,CAJM/JT-RI,0,0,0,COMPLETA
GRANADA,INSTITUCIÓN EDUCATIVA JOSE ANTONIO GALAN,SEDE PRINCIPAL JOSE ANTONIO GALAN,CAA,3,3,0,COMPLETA
GRANADA,INSTITUCIÓN EDUCATIVA LUIS CARLOS GALAN SARMIENTO,SEDE EL PORVENIR,CAJM/JT-RI,2,2,0,COMPLETA
GRANADA,INSTITUCIÓN EDUCATIVA LUIS CARLOS GALAN SARMIENTO,SEDE JORGE ELIECER GAITAN,CAJM/JT-RI,1,0,-1,DEFICIT
GRANADA,INSTITUCIÓN EDUCATIVA LUIS CARLOS GALAN SARMIENTO,SEDE PRINCIPAL LUIS CARLOS GALAN SARMIENTO,CAJM/JT-RI,4,4,0,COMPLETA
GRANADA,INSTITUCIÓN EDUCATIVA LUIS CARLOS GALAN SARMIENTO,SEDE VILLA UNION,CAJM/JT-RI,1,1,0,COMPLETA
GRANADA,INSTITUCIÓN EDUCATIVA SANTA MARIA MAZZARELLO,SEDE PRINCIPAL SANTA MARIA MAZZARELLO,CAJM/JT-RI,1,1,0,COMPLETA
GRANADA,INSTITUCIÓN EDUCATIVA SANTA MARIA MAZZARELLO,SEDE PRINCIPAL SANTA MARIA MAZZARELLO,CAA,2,2,0,COMPLETA
GRANADA,INSTITUCIÓN EDUCATIVA SANTA MARIA MAZZARELLO,SEDE PRINCIPAL SANTA MARIA MAZZARELLO,CAARES,4,4,0,COMPLETA
GRANADA,INSTITUCIÓN EDUCATIVA VALENTIN GARCIA,SEDE MAKATOA,CAA,3,3,0,COMPLETA
GRANADA,INSTITUCIÓN EDUCATIVA VALENTIN GARCIA,SEDE PRINCIPAL VALENTIN GARCIA,CAJM/JT-RI,3,3,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA BOCAS DEL PERDIDO,SEDE LOS LAURELES,CAJM/JT-RI,1,1,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA BOCAS DEL PERDIDO,SEDE ALTO LOZADA,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA BOCAS DEL PERDIDO,SEDE PRINCIPAL BOCAS DEL PERDIDO,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA BOCAS DEL PERDIDO,SEDE CANO JAIME,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA BOCAS DEL PERDIDO,SEDE AGUA BONITA,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA BOCAS DEL PERDIDO,SEDE BRISAS DEL LOZADA,CAA,1,1,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA BOCAS DEL PERDIDO,SEDE EL CAIMAN,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA BOCAS DEL PERDIDO,SEDE EL PARAISO,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA BOCAS DEL PERDIDO,SEDE EL PROGRESO,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA BOCAS DEL PERDIDO,SEDE EL TURPIAL,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA BOCAS DEL PERDIDO,SEDE FRANCISCO JOSE DE CALDAS,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA BOCAS DEL PERDIDO,SEDE LOS ANDES,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA BOCAS DEL PERDIDO,SEDE MEDIO LOZADA,CAA,1,1,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA EL RUBI,SEDE PRINCIPAL EL RUBI,CAA,2,2,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA EL RUBI,SEDE PRINCIPAL EL RUBI,CAARES,3,3,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA EL RUBI,SEDE AIRES DEL META,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA EL RUBI,SEDE EL TOPACIO II,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA EL RUBI,SEDE JORDANIA,CAJM/JT-RI,0,0,0,COMPLETA
LA MACARENA,INSTITUCIÓN EDUCATIVA EL RUBI,SEDE LA DORADA,CAJM/JT-RI,0,0,0,COMPLETA
